0.141456,0.279138,0.626412,0.936006,0.275433,1.113475,1.353675,1.302846,1.430426,0.871878,1.045036,1.148192,0.227018,0.526328,0.75233,1.494451,1.000468,0.71685,0.229131,0.855772,0.430698,0.334278,0.329516,1.097525,0.859056,0.157908,0.633162,0.67013,0.610288,0.634743,0.367777,0.525699,0.433118,0.415797,9
0.151625,0.363336,1.010716,1.029481,0.517692,1.049777,1.242545,1.37413,1.973905,1.471388,1.564642,1.290902,0.482165,0.761656,0.851565,1.305029,0.726441,0.365051,0.48921,0.555516,0.444061,0.353398,0.532285,0.92509,0.824463,0.361848,0.297097,0.469311,0.256917,0.360633,0.291033,0.523417,0.446678,0.240594,9
0.150343,0.347271,0.948829,0.984593,0.505808,1.043773,1.223886,1.310659,1.877654,1.43495,1.483667,1.26124,0.461956,0.718063,0.812325,1.326367,0.778674,0.400389,0.447819,0.579561,0.447064,0.352253,0.509981,0.95082,0.834167,0.332726,0.335897,0.495193,0.310178,0.389573,0.306207,0.522152,0.441908,0.26428,9
0.142787,0.269144,0.585053,0.877008,0.312053,1.060624,1.281301,1.205396,1.366986,0.923139,1.002162,1.130698,0.250478,0.510304,0.726927,1.497429,1.045808,0.70148,0.142283,0.84546,0.443168,0.332285,0.355242,1.112136,0.890056,0.182918,0.638708,0.681324,0.645252,0.604632,0.387451,0.548097,0.425763,0.415022,9
0.151449,0.351661,0.984945,0.962873,0.554879,1.02566,1.178361,1.263269,1.918075,1.549804,1.532869,1.266516,0.506237,0.731791,0.795637,1.298182,0.760392,0.349813,0.482805,0.526982,0.452742,0.356863,0.534526,0.93182,0.831625,0.350586,0.289648,0.469637,0.273086,0.352732,0.300379,0.516511,0.440798,0.244882,9
0.141938,0.264032,0.564705,0.848307,0.332209,1.035267,1.246438,1.15765,1.3356,0.947321,0.979755,1.12178,0.263806,0.503296,0.716355,1.497529,1.065745,0.693488,0.124384,0.839692,0.449252,0.330222,0.368011,1.118015,0.905423,0.196525,0.640194,0.68642,0.661945,0.590705,0.396657,0.558764,0.422123,0.413811,9
0.150028,0.34573,0.971775,0.930151,0.573927,1.013489,1.146626,1.208097,1.88924,1.586033,1.5149,1.25411,0.518941,0.717487,0.770642,1.293419,0.776643,0.344494,0.48003,0.512967,0.45744,0.358389,0.535151,0.933315,0.835011,0.34495,0.286623,0.469569,0.281762,0.349589,0.303996,0.512825,0.438281,0.246647,9
0.140397,0.258164,0.543667,0.81874,0.354267,1.009613,1.21072,1.107614,1.302895,0.970682,0.95496,1.112486,0.278865,0.49668,0.707044,1.496322,1.08363,0.684811,0.116502,0.833439,0.45511,0.32737,0.380775,1.123003,0.921022,0.211379,0.640749,0.690916,0.678675,0.576691,0.405687,0.56914,0.418561,0.412358,9
0.145914,0.339608,0.957588,0.895199,0.594184,1.000055,1.113702,1.149922,1.857615,1.620507,1.493989,1.240213,0.532359,0.70257,0.746708,1.28776,0.792159,0.340206,0.477921,0.498758,0.462262,0.358774,0.535244,0.933453,0.837662,0.33937,0.283693,0.469007,0.291375,0.346055,0.307516,0.507586,0.436711,0.248095,9
0.135212,0.417569,0.96463,0.838851,0.412392,0.926945,1.152931,1.244614,1.719867,1.357527,1.284152,1.092929,0.4644,0.630784,0.75942,1.454533,0.853283,0.351964,0.441295,0.588927,0.451063,0.370586,0.57347,1.101056,0.906648,0.266645,0.502578,0.769347,0.568236,0.547595,0.4042,0.586958,0.52514,0.48774,9
